image_id,image_dir,x1,y1,x2,y2,class
img000245_63,huawei,395,135,516,167,0
img000322_63,huawei,24,114,107,135,0
img000322_63,huawei,26,51,105,113,0
img000249_63,huawei,495,248,575,270,0
img000249_63,huawei,453,240,490,274,0
img000129_63,huawei,522,114,561,162,0
img000129_63,huawei,400,203,429,233,0
img000129_63,huawei,95,105,380,153,0
img000129_63,huawei,197,269,293,288,0
img000129_63,huawei,16,252,47,291,0
img000268_63,huawei,62,77,283,326,0
img000268_63,huawei,282,249,499,395,0
img000268_63,huawei,373,33,639,216,0
img000268_63,huawei,187,1,336,74,0
img000198_63,huawei,655,126,702,162,0
img000198_63,huawei,653,163,704,175,0
img000269_63,huawei,156,69,333,117,0
img000269_63,huawei,1,18,132,123,0
img000169_63,huawei,1538,142,1671,223,0
img000019_63,huawei,508,113,556,131,0
img000019_63,huawei,506,67,552,118,0
img000155_63,huawei,525,107,1059,193,0
img000155_63,huawei,214,43,478,224,0
img000141_63,huawei,289,148,384,181,0
img000141_63,huawei,228,123,283,172,0
img000141_63,huawei,491,222,514,243,0
img000141_63,huawei,517,226,570,237,0
img000141_63,huawei,15,248,28,257,0
img000027_63,huawei,173,100,334,231,0
img000027_63,huawei,26,1,158,162,0
img000151_63,huawei,179,355,194,365,0
img000020_63,huawei,82,86,208,181,0
img000020_63,huawei,78,186,208,209,0
img000100_63,huawei,1278,627,1502,794,0
img000100_63,huawei,1273,789,1504,853,0
img000100_63,huawei,363,700,399,745,0
img000100_63,huawei,362,745,403,759,0
img000302_63,huawei,2244,1837,2416,1955,0
img000135_63,huawei,2066,870,2089,887,0
img000288_63,huawei,404,194,480,215,0
img000288_63,huawei,429,205,505,223,0
img000288_63,huawei,418,289,496,359,0
img000288_63,huawei,137,1,155,15,0
img000003_63,huawei,6758,475,6956,600,0
img000205_63,huawei,107,45,134,224,0
img000134_63,huawei,277,258,361,279,0
img000134_63,huawei,223,244,272,279,0
img000134_63,huawei,222,291,259,300,0
img000177_63,huawei,294,48,417,76,0
img000177_63,huawei,233,43,290,91,0
img000177_63,huawei,331,280,372,308,0
img000213_63,huawei,235,37,408,153,0
img000213_63,huawei,234,166,417,198,0
img000164_63,huawei,214,40,595,364,0
img000164_63,huawei,56,158,199,469,0
img000215_63,huawei,312,100,340,127,0
img000215_63,huawei,311,124,340,135,0
img000215_63,huawei,460,18,513,106,0
img000215_63,huawei,460,93,516,139,0
img000215_63,huawei,528,318,551,350,0
img000215_63,huawei,525,346,552,364,0
img000215_63,huawei,203,297,229,321,0
img000215_63,huawei,299,285,323,305,0
img000215_63,huawei,204,324,230,334,0
img000252_63,huawei,393,30,445,71,0
img000252_63,huawei,451,43,555,66,0
img000306_63,huawei,252,316,283,347,0
img000306_63,huawei,254,336,290,357,0
img000189_63,huawei,336,66,457,95,0
img000189_63,huawei,267,50,328,98,0
img000189_63,huawei,290,256,344,297,0
img000189_63,huawei,290,299,345,308,0
img000227_63,huawei,54,186,261,230,0
img000227_63,huawei,42,7,257,170,0
img000026_63,huawei,1148,1591,1581,1791,0
img000236_63,huawei,71,214,624,345,0
img000104_63,huawei,334,48,478,102,0
img000104_63,huawei,230,24,314,86,0
img000238_63,huawei,219,27,312,51,0
img000238_63,huawei,173,20,215,56,0
img000045_63,huawei,373,186,567,315,0
img000045_63,huawei,366,309,567,369,0
img000172_63,huawei,177,45,361,96,0
img000172_63,huawei,71,12,166,90,0
img000172_63,huawei,127,353,155,382,0
img000172_63,huawei,126,382,156,393,0
img000263_63,huawei,162,17,300,77,0
img000263_63,huawei,533,40,600,103,0
img000263_63,huawei,487,1,532,74,0
img000263_63,huawei,103,34,158,95,0
img000030_63,huawei,592,333,983,464,0
img000030_63,huawei,362,260,560,415,0
img000220_63,huawei,232,144,259,167,0
img000184_63,huawei,55,207,473,384,0
img000303_63,huawei,451,69,642,109,0
img000303_63,huawei,341,49,442,117,0
img000073_63,huawei,171,65,240,128,0
img000073_63,huawei,243,29,451,109,0
img000140_63,huawei,1410,532,1485,575,0
img000140_63,huawei,195,1189,251,1210,0
img000279_63,huawei,657,747,942,963,0
img000279_63,huawei,646,981,948,1041,0
img000279_63,huawei,364,382,415,423,0
img000279_63,huawei,360,229,381,252,0
img000023_63,huawei,440,1,636,68,0
img000282_63,huawei,411,70,648,126,0
img000282_63,huawei,288,61,397,149,0
img000282_63,huawei,522,367,552,388,0
img000138_63,huawei,275,124,460,180,0
img000138_63,huawei,140,82,258,168,0
img000056_63,huawei,889,629,1094,789,0
img000056_63,huawei,867,746,1097,844,0
img000056_63,huawei,1797,1691,1962,1731,0
img000246_63,huawei,353,29,524,165,0
img000246_63,huawei,542,78,854,161,0
img000240_63,huawei,99,271,151,293,0
img000240_63,huawei,44,709,77,749,0
img000240_63,huawei,78,724,152,757,0
img000240_63,huawei,1110,142,1214,173,0
img000283_63,huawei,240,405,305,430,0
img000223_63,huawei,400,125,468,149,0
img000221_63,huawei,140,18,201,34,0
img000221_63,huawei,108,14,137,38,0
img000037_63,huawei,277,16,329,76,0
img000037_63,huawei,321,40,348,95,0
img000255_63,huawei,273,409,288,425,0
img000049_63,huawei,527,12,598,62,0
img000049_63,huawei,607,30,756,53,0
img000049_63,huawei,241,12,374,74,0
img000004_63,huawei,1228,292,1414,444,0
img000147_63,huawei,331,205,350,231,0
img000147_63,huawei,582,222,598,240,0
img000147_63,huawei,537,222,552,238,0
img000147_63,huawei,448,346,465,361,0
img000015_63,huawei,304,190,424,273,0
img000015_63,huawei,14,69,286,392,0
img000153_63,huawei,467,157,497,181,0
img000153_63,huawei,13,328,57,348,0
img000309_63,huawei,613,361,793,428,0
img000309_63,huawei,535,375,601,449,0
img000173_63,huawei,486,101,541,142,0
img000173_63,huawei,483,144,543,157,0
img000173_63,huawei,478,206,495,218,0
img000173_63,huawei,357,178,377,207,0
img000173_63,huawei,346,284,376,310,0
img000173_63,huawei,346,307,376,321,0
img000173_63,huawei,106,282,131,294,0
img000139_63,huawei,484,198,510,218,0
img000139_63,huawei,427,213,464,240,0
img000139_63,huawei,426,241,466,252,0
img000139_63,huawei,483,215,509,224,0
img000139_63,huawei,355,311,401,350,0
img000139_63,huawei,353,346,399,365,0
img000139_63,huawei,135,276,155,295,0
img000139_63,huawei,63,267,84,292,0
img000139_63,huawei,63,291,86,303,0
img000139_63,huawei,133,293,154,303,0
img000139_63,huawei,198,242,218,262,0
img000139_63,huawei,197,260,219,269,0
img000139_63,huawei,127,197,147,219,0
img000139_63,huawei,128,218,147,226,0
img000139_63,huawei,256,192,273,208,0
img000139_63,huawei,261,246,273,263,0
img000139_63,huawei,255,126,267,139,0
img000016_63,huawei,70,88,109,138,0
img000016_63,huawei,108,65,239,124,0
img000186_63,huawei,72,82,214,178,0
img000186_63,huawei,50,9,179,130,0
img000078_63,huawei,182,406,227,443,0
img000078_63,huawei,336,148,381,186,0
img000078_63,huawei,295,190,342,231,0
img000013_63,huawei,43,335,832,458,0
img000013_63,huawei,105,88,740,344,0
img000144_63,huawei,873,112,1291,206,0
img000144_63,huawei,649,52,855,235,0
img000144_63,huawei,207,483,273,580,0
img000174_63,huawei,81,37,202,251,0
img000174_63,huawei,85,253,209,350,0
img000289_63,huawei,1409,746,1519,810,0
img000289_63,huawei,1249,468,1309,499,0
img000316_63,huawei,216,29,266,40,0
img000316_63,huawei,94,217,152,232,0
img000267_63,huawei,572,396,635,418,0
img000267_63,huawei,700,375,716,384,0
img000292_63,huawei,100,118,124,140,0
img000292_63,huawei,199,121,220,142,0
img000292_63,huawei,313,121,336,142,0
img000292_63,huawei,431,121,452,142,0
img000292_63,huawei,708,121,729,142,0
img000292_63,huawei,835,127,858,149,0
img000292_63,huawei,958,122,978,142,0
img000292_63,huawei,1082,116,1104,140,0
img000218_63,huawei,572,32,661,111,0
img000218_63,huawei,680,45,909,98,0
img000218_63,huawei,711,280,763,320,0
img000218_63,huawei,111,22,197,93,0
img000218_63,huawei,212,21,448,77,0
img000218_63,huawei,310,387,337,407,0
img000218_63,huawei,26,219,52,251,0
img000218_63,huawei,1,39,35,80,0
img000218_63,huawei,1,82,37,96,0
img000224_63,huawei,453,266,496,297,0
img000224_63,huawei,676,353,688,393,0
img000224_63,huawei,468,483,526,498,0
img000062_63,huawei,148,246,381,316,0
img000062_63,huawei,153,64,379,249,0
img000143_63,huawei,264,200,295,213,0
img000274_63,huawei,192,153,216,183,0
img000274_63,huawei,364,160,380,182,0
img000274_63,huawei,361,175,374,189,0
img000274_63,huawei,186,146,206,175,0
img000274_63,huawei,464,339,505,373,0
img000253_63,huawei,70,126,118,166,0
img000253_63,huawei,123,135,220,160,0
img000133_63,huawei,127,33,261,119,0
img000133_63,huawei,72,74,126,146,0
img000133_63,huawei,2,236,48,249,0
img000194_63,huawei,292,41,447,73,0
img000194_63,huawei,205,20,280,81,0
img000127_63,huawei,304,1,554,54,0
img000127_63,huawei,171,1,286,72,0
img000311_63,huawei,351,73,390,113,0
img000311_63,huawei,220,256,238,311,0
img000160_63,huawei,1084,133,1268,268,0
img000160_63,huawei,952,428,984,447,0
img000160_63,huawei,660,911,720,953,0
img000160_63,huawei,952,445,982,457,0
img000006_63,huawei,368,218,451,293,0
img000006_63,huawei,362,295,451,320,0
img000295_63,huawei,205,95,280,155,0
img000295_63,huawei,295,116,461,145,0
img000295_63,huawei,287,188,302,255,0
img000295_63,huawei,201,198,222,216,0
img000231_63,huawei,210,57,448,139,0
img000231_63,huawei,87,85,195,173,0
img000231_63,huawei,452,525,518,576,0
img000273_63,huawei,487,436,631,462,0
img000273_63,huawei,856,371,881,389,0
img000241_63,huawei,182,34,218,43,0
img000241_63,huawei,484,225,508,243,0
img000024_63,huawei,61,418,147,486,0
img000024_63,huawei,59,490,144,510,0
img000024_63,huawei,1050,482,1144,504,0
img000024_63,huawei,1053,412,1141,479,0
img000293_63,huawei,563,268,596,296,0
img000293_63,huawei,560,289,591,304,0
img000203_63,huawei,154,290,182,311,0
img000203_63,huawei,154,310,183,318,0
img000203_63,huawei,497,291,525,311,0
img000203_63,huawei,495,311,524,319,0
img000203_63,huawei,485,181,505,236,0
img000203_63,huawei,484,236,506,255,0
img000203_63,huawei,243,251,260,269,0
img000203_63,huawei,225,257,237,271,0
img000175_63,huawei,90,82,239,187,0
img000175_63,huawei,260,119,563,175,0
img000242_63,huawei,97,57,119,76,0
img000242_63,huawei,95,76,120,81,0
img000242_63,huawei,267,62,297,80,0
img000242_63,huawei,281,146,298,160,0
img000235_63,huawei,502,265,526,285,0
img000235_63,huawei,499,281,521,293,0
img000235_63,huawei,118,233,139,254,0
img000235_63,huawei,117,249,139,259,0
img000286_63,huawei,64,286,97,310,0
img000286_63,huawei,112,267,131,302,0
img000286_63,huawei,64,310,100,319,0
img000286_63,huawei,112,297,132,315,0
img000286_63,huawei,179,209,237,232,0
img000286_63,huawei,178,143,235,209,0
img000286_63,huawei,309,224,330,247,0
img000286_63,huawei,483,348,522,389,0
img000286_63,huawei,481,378,522,404,0
img000286_63,huawei,313,243,330,251,0
img000182_63,huawei,304,55,348,101,0
img000182_63,huawei,353,84,430,134,0
img000086_11,amcrest,85,407,103,426,0
img000086_11,amcrest,111,417,231,435,0
img000045_11,amcrest,20,107,44,142,0
img000045_11,amcrest,53,89,206,130,0
img000081_11,amcrest,331,391,344,406,0
img000081_11,amcrest,345,383,408,401,0
img000055_11,amcrest,227,92,263,134,0
img000055_11,amcrest,935,86,978,138,0
img000055_11,amcrest,279,108,468,161,0
img000055_11,amcrest,994,106,1218,164,0
img000055_11,amcrest,1282,124,1371,253,0
img000008_11,amcrest,351,113,378,150,0
img000008_11,amcrest,388,127,508,164,0
img000049_11,amcrest,85,26,93,35,0
img000049_11,amcrest,97,30,148,43,0
img000053_11,amcrest,335,354,344,365,0
img000053_11,amcrest,345,326,386,357,0
img000042_11,amcrest,99,32,112,48,0
img000042_11,amcrest,119,37,187,55,0
img000063_11,amcrest,621,129,644,152,0
img000063_11,amcrest,947,193,966,218,0
img000063_11,amcrest,1282,239,1300,266,0
img000063_11,amcrest,1586,293,1609,313,0
img000063_11,amcrest,652,133,774,182,0
img000063_11,amcrest,970,201,1089,247,0
img000063_11,amcrest,1308,247,1417,293,0
img000063_11,amcrest,1615,301,1719,341,0
img000063_11,amcrest,698,816,724,854,0
img000063_11,amcrest,729,824,856,848,0
img000046_11,amcrest,77,127,92,144,0
img000046_11,amcrest,97,121,180,138,0
img000074_11,amcrest,176,99,190,112,0
img000074_11,amcrest,193,93,258,109,0
img000039_11,amcrest,117,354,131,368,0
img000039_11,amcrest,135,326,195,360,0
img000078_11,amcrest,16,54,35,79,0
img000078_11,amcrest,13,1,26,15,0
img000078_11,amcrest,42,58,169,74,0
img000087_11,amcrest,122,120,136,134,0
img000087_11,amcrest,140,122,217,133,0
img000085_11,amcrest,161,194,169,203,0
img000085_11,amcrest,170,195,214,201,0
img000004_11,amcrest,411,387,433,414,0
img000004_11,amcrest,444,390,577,408,0
img000593_57,heineken,146,30,155,68,0
img000593_57,heineken,126,122,171,135,0
img000593_57,heineken,127,96,145,118,0
img000631_57,heineken,217,147,346,325,0
img000631_57,heineken,312,445,437,716,0
img000631_57,heineken,274,1062,666,1147,0
img000631_57,heineken,264,1006,417,1052,0
img000444_57,heineken,428,243,460,389,0
img000444_57,heineken,48,349,130,429,0
img000444_57,heineken,185,223,202,373,0
img000444_57,heineken,164,591,218,653,0
img000444_57,heineken,10,576,110,794,0
img000444_57,heineken,605,580,1910,874,0
img000444_57,heineken,354,629,540,676,0
img000444_57,heineken,800,58,879,91,0
img000537_57,heineken,39,500,256,536,0
img000537_57,heineken,423,20,804,213,0
img000537_57,heineken,338,421,368,431,0
img000308_57,heineken,73,241,188,349,0
img000308_57,heineken,64,387,345,457,0
img000500_57,heineken,384,327,409,344,0
img000500_57,heineken,53,310,76,321,0
img000500_57,heineken,1,322,18,334,0
img000536_57,heineken,271,476,334,492,0
img000536_57,heineken,298,341,311,392,0
img000536_57,heineken,366,586,436,603,0
img000309_57,heineken,256,302,355,323,0
img000309_57,heineken,278,85,323,98,0
img000309_57,heineken,225,98,266,108,0
img000309_57,heineken,335,97,374,107,0
img000309_57,heineken,202,294,246,317,0
img000309_57,heineken,146,288,200,309,0
img000309_57,heineken,70,288,138,305,0
img000309_57,heineken,357,294,400,313,0
img000309_57,heineken,406,286,459,306,0
img000309_57,heineken,463,283,522,301,0
img000309_57,heineken,395,106,434,116,0
img000309_57,heineken,461,111,499,122,0
img000309_57,heineken,91,116,128,124,0
img000309_57,heineken,163,109,201,118,0
img000013_57,heineken,216,702,280,722,0
img000013_57,heineken,184,427,286,453,0
img000392_57,heineken,29,121,363,182,0
img000504_57,heineken,435,258,596,325,0
img000504_57,heineken,61,119,140,180,0
img000504_57,heineken,272,236,384,363,0
img000504_57,heineken,126,794,338,856,0
img000504_57,heineken,271,500,436,531,0
img000504_57,heineken,611,570,691,739,0
img000504_57,heineken,943,251,1027,385,0
img000504_57,heineken,511,35,659,90,0
img000504_57,heineken,317,106,445,154,0
img000504_57,heineken,1199,575,1300,674,0
img000504_57,heineken,986,105,1043,204,0
img000504_57,heineken,304,16,403,54,0
img000550_57,heineken,53,194,314,240,0
img000550_57,heineken,61,57,168,158,0
img000603_57,heineken,46,40,154,62,0
img000603_57,heineken,40,686,433,745,0
img000513_57,heineken,1232,1050,1517,1129,0
img000513_57,heineken,1335,308,1390,587,0
img000513_57,heineken,1866,657,2142,717,0
img000513_57,heineken,1878,1278,2099,1320,0
img000513_57,heineken,1246,867,1377,1005,0
img000554_57,heineken,295,85,306,141,0
img000554_57,heineken,269,236,326,252,0
img000554_57,heineken,270,201,295,228,0
img000491_57,heineken,551,291,627,309,0
img000527_57,heineken,5,287,628,362,0
img000325_57,heineken,885,539,1150,804,0
img000325_57,heineken,854,924,1528,1059,0
img000413_57,heineken,443,400,502,414,0
img000413_57,heineken,512,383,548,393,0
img000413_57,heineken,186,433,720,508,0
img000413_57,heineken,466,184,480,251,0
img000413_57,heineken,385,246,395,287,0
img000413_57,heineken,524,228,533,276,0
img000413_57,heineken,602,255,611,294,0
img000413_57,heineken,590,371,621,381,0
img000413_57,heineken,373,374,408,384,0
img000413_57,heineken,290,258,298,293,0
img000387_57,heineken,156,96,1102,752,0
img000320_57,heineken,361,152,511,237,0
img000320_57,heineken,529,49,594,324,0
img000634_57,heineken,59,139,124,170,0
img000634_57,heineken,404,137,468,171,0
img000634_57,heineken,58,439,124,472,0
img000634_57,heineken,403,440,468,473,0
img000634_57,heineken,53,112,72,148,0
img000634_57,heineken,38,37,60,74,0
img000634_57,heineken,275,19,318,28,0
img000634_57,heineken,620,19,662,28,0
img000634_57,heineken,275,322,316,332,0
img000634_57,heineken,620,322,661,332,0
img000634_57,heineken,400,111,418,148,0
img000634_57,heineken,54,414,73,449,0
img000634_57,heineken,399,415,417,450,0
img000634_57,heineken,508,421,530,435,0
img000634_57,heineken,381,38,405,76,0
img000634_57,heineken,383,341,403,379,0
img000634_57,heineken,38,339,59,379,0
img000634_57,heineken,570,202,594,216,0
img000455_57,heineken,402,46,596,80,0
img000455_57,heineken,697,45,899,76,0
img000455_57,heineken,119,57,174,80,0
img000455_57,heineken,6,57,53,82,0
img000455_57,heineken,237,55,290,82,0
img000455_57,heineken,962,43,1018,71,0
img000455_57,heineken,1087,46,1139,73,0
img000455_57,heineken,1203,44,1257,74,0
img000455_57,heineken,2,160,113,191,0
img000455_57,heineken,211,157,423,190,0
img000455_57,heineken,490,158,537,187,0
img000455_57,heineken,604,161,659,188,0
img000455_57,heineken,721,161,775,187,0
img000455_57,heineken,880,148,1072,182,0
img000455_57,heineken,1175,152,1279,183,0
img000455_57,heineken,13,270,60,300,0
img000455_57,heineken,127,269,173,297,0
img000455_57,heineken,242,270,292,296,0
img000455_57,heineken,403,263,595,300,0
img000455_57,heineken,699,263,896,296,0
img000455_57,heineken,965,263,1014,290,0
img000455_57,heineken,1077,263,1133,291,0
img000455_57,heineken,1197,265,1254,292,0
img000455_57,heineken,1,376,121,406,0
img000455_57,heineken,218,371,423,406,0
img000455_57,heineken,492,379,542,404,0
img000455_57,heineken,605,373,661,404,0
img000455_57,heineken,716,381,777,404,0
img000455_57,heineken,881,367,1071,398,0
img000455_57,heineken,1180,369,1280,403,0
img000455_57,heineken,16,489,68,512,0
img000455_57,heineken,129,486,186,514,0
img000455_57,heineken,245,485,304,512,0
img000455_57,heineken,404,481,598,513,0
img000455_57,heineken,698,476,898,512,0
img000455_57,heineken,229,590,425,622,0
img000455_57,heineken,1,588,130,621,0
img000455_57,heineken,492,589,543,619,0
img000455_57,heineken,605,591,663,620,0
img000455_57,heineken,723,593,778,620,0
img000455_57,heineken,876,585,1069,614,0
img000455_57,heineken,963,481,1011,508,0
img000455_57,heineken,1079,483,1129,508,0
img000455_57,heineken,1196,482,1251,507,0
img000455_57,heineken,1168,581,1277,613,0
img000455_57,heineken,254,699,305,723,0
img000455_57,heineken,139,698,192,725,0
img000455_57,heineken,30,700,80,726,0
img000455_57,heineken,413,691,600,725,0
img000455_57,heineken,699,690,894,724,0
img000455_57,heineken,962,694,1010,721,0
img000455_57,heineken,1080,695,1130,722,0
img000455_57,heineken,1197,695,1248,722,0
img000441_57,heineken,146,107,159,160,0
img000441_57,heineken,117,240,184,261,0
img000441_57,heineken,119,201,144,234,0
img000530_57,heineken,29,15,113,29,0
img000004_57,heineken,415,756,609,809,0
img000004_57,heineken,790,749,980,807,0
img000004_57,heineken,1066,446,1658,536,0
img000004_57,heineken,1170,832,1240,993,0
img000004_57,heineken,1458,956,1635,1030,0
img000004_57,heineken,867,338,901,496,0
img000004_57,heineken,804,652,887,728,0
img000004_57,heineken,415,655,487,727,0
img000555_57,heineken,196,409,391,470,0
img000555_57,heineken,418,510,476,526,0
img000532_57,heineken,212,115,452,193,0
img000532_57,heineken,1,160,172,221,0
img000532_57,heineken,231,1,356,82,0
img000532_57,heineken,461,231,639,342,0
img000359_57,heineken,16,43,132,169,0
img000359_57,heineken,13,212,257,264,0
img000549_57,heineken,358,257,564,304,0
img000549_57,heineken,245,197,284,408,0
img000549_57,heineken,582,325,649,350,0
img000549_57,heineken,140,328,194,348,0
img000549_57,heineken,689,191,727,406,0
img000549_57,heineken,367,129,454,219,0
img000549_57,heineken,584,271,627,311,0
img000327_57,heineken,139,254,198,347,0
img000327_57,heineken,288,213,403,268,0
img000327_57,heineken,351,344,399,445,0
img000327_57,heineken,226,394,323,448,0
img000327_57,heineken,527,182,629,250,0
img000327_57,heineken,208,79,256,139,0
img000327_57,heineken,278,135,340,165,0
img000327_57,heineken,670,330,701,395,0
img000391_57,heineken,2394,313,3460,1131,0
img000391_57,heineken,99,1,233,186,0
img000391_57,heineken,557,7,763,67,0
img000391_57,heineken,1936,164,2054,201,0
img000391_57,heineken,115,513,318,589,0
img000391_57,heineken,391,513,563,586,0
img000391_57,heineken,694,507,863,586,0
img000391_57,heineken,1194,501,1330,567,0
img000391_57,heineken,170,843,360,928,0
img000391_57,heineken,460,834,633,907,0
img000391_57,heineken,712,819,876,889,0
img000391_57,heineken,1197,783,1339,849,0
img000391_57,heineken,1221,1061,1354,1122,0
img000391_57,heineken,203,1158,382,1255,0
img000391_57,heineken,476,1131,642,1213,0
img000391_57,heineken,545,1940,827,2067,0
img000391_57,heineken,533,1764,830,1889,0
img000391_57,heineken,500,1583,815,1695,0
img000391_57,heineken,851,1546,970,1625,0
img000391_57,heineken,1000,1519,1106,1589,0
img000391_57,heineken,1154,1486,1260,1552,0
img000391_57,heineken,848,1713,979,1807,0
img000391_57,heineken,1015,1683,1124,1761,0
img000391_57,heineken,1163,1664,1282,1728,0
img000391_57,heineken,933,1843,1160,1973,0
img000391_57,heineken,1263,1795,1445,1892,0
img000391_57,heineken,1635,772,1688,823,0
img000391_57,heineken,1733,771,1774,815,0
img000391_57,heineken,1811,766,1855,806,0
img000391_57,heineken,1892,761,1928,801,0
img000391_57,heineken,1969,756,2014,795,0
img000391_57,heineken,2050,750,2090,787,0
img000391_57,heineken,1657,1028,1696,1072,0
img000391_57,heineken,1742,1023,1790,1063,0
img000391_57,heineken,1839,1015,1876,1050,0
img000391_57,heineken,1912,1001,1958,1037,0
img000391_57,heineken,1987,993,2028,1033,0
img000391_57,heineken,2066,983,2106,1025,0
img000373_57,heineken,104,243,197,285,0
img000373_57,heineken,264,137,299,168,0
img000514_57,heineken,33,27,117,100,0
img000514_57,heineken,29,129,214,164,0
img000438_57,heineken,74,193,171,307,0
img000438_57,heineken,153,178,267,232,0
img000438_57,heineken,421,253,436,272,0
img000475_57,heineken,8,39,287,102,0
img000635_57,heineken,17,81,44,89,0
img000635_57,heineken,60,84,84,91,0
img000635_57,heineken,120,47,226,67,0
img000303_57,heineken,155,268,210,280,0
img000303_57,heineken,156,237,180,262,0
img000303_57,heineken,176,137,186,190,0
img000303_57,heineken,222,281,347,338,0
img000351_57,heineken,269,91,337,105,0
img000422_57,heineken,1677,661,1704,794,0
img000422_57,heineken,1881,1007,1955,1039,0
img000422_57,heineken,422,92,673,139,0
img000422_57,heineken,1061,1220,1121,1236,0
img000422_57,heineken,891,1249,923,1259,0
img000422_57,heineken,953,1005,987,1034,0
img000422_57,heineken,952,1052,984,1078,0
img000422_57,heineken,952,1100,984,1122,0
img000422_57,heineken,951,1144,982,1170,0
img000422_57,heineken,949,1191,984,1214,0
img000422_57,heineken,948,1237,979,1260,0
img000422_57,heineken,949,1285,979,1306,0
img000422_57,heineken,1392,1101,1440,1130,0
img000422_57,heineken,1446,1100,1495,1126,0
img000422_57,heineken,1391,1161,1441,1189,0
img000422_57,heineken,1449,1159,1496,1187,0
img000422_57,heineken,1393,1220,1441,1248,0
img000422_57,heineken,1450,1219,1496,1247,0
img000422_57,heineken,1392,1280,1442,1306,0
img000422_57,heineken,1449,1280,1499,1306,0
img000422_57,heineken,1516,1221,1560,1239,0
img000422_57,heineken,1594,1069,1664,1089,0
img000422_57,heineken,1597,1233,1663,1252,0
img000422_57,heineken,1796,1043,1848,1056,0
img000422_57,heineken,1700,1130,1741,1150,0
img000422_57,heineken,1748,1133,1790,1153,0
img000422_57,heineken,1793,1131,1833,1151,0
img000422_57,heineken,1838,1133,1879,1152,0
img000422_57,heineken,1702,1185,1742,1204,0
img000422_57,heineken,1749,1186,1788,1205,0
img000422_57,heineken,1795,1184,1833,1205,0
img000422_57,heineken,1842,1185,1880,1205,0
img000422_57,heineken,1703,1238,1744,1259,0
img000422_57,heineken,1750,1237,1791,1260,0
img000422_57,heineken,1797,1236,1836,1257,0
img000422_57,heineken,1842,1239,1881,1257,0
img000422_57,heineken,1706,1291,1747,1308,0
img000422_57,heineken,1753,1292,1770,1311,0
img000422_57,heineken,1843,1289,1883,1309,0
img000422_57,heineken,1997,1320,2073,1332,0
img000422_57,heineken,2133,1321,2211,1330,0
img000422_57,heineken,1816,1291,1836,1303,0
img000422_57,heineken,2313,1214,2403,1232,0
img000422_57,heineken,2409,1147,2515,1176,0
img000422_57,heineken,2341,1015,2355,1089,0
img000422_57,heineken,2430,859,2452,954,0
img000422_57,heineken,2032,992,2063,1010,0
img000422_57,heineken,2067,993,2093,1011,0
img000422_57,heineken,2097,995,2123,1011,0
img000422_57,heineken,2035,1035,2064,1050,0
img000422_57,heineken,2067,1034,2095,1050,0
img000422_57,heineken,2099,1036,2125,1052,0
img000422_57,heineken,2038,1076,2066,1095,0
img000422_57,heineken,2069,1078,2099,1093,0
img000422_57,heineken,2100,1076,2126,1096,0
img000422_57,heineken,2042,1119,2070,1133,0
img000422_57,heineken,2072,1119,2100,1135,0
img000422_57,heineken,2103,1120,2130,1136,0
img000422_57,heineken,2041,1160,2069,1179,0
img000422_57,heineken,2074,1161,2100,1179,0
img000422_57,heineken,2105,1163,2130,1177,0
img000422_57,heineken,2044,1203,2072,1220,0
img000422_57,heineken,2075,1203,2103,1220,0
img000422_57,heineken,2105,1203,2133,1222,0
img000422_57,heineken,2046,1246,2074,1264,0
img000422_57,heineken,2076,1246,2104,1263,0
img000422_57,heineken,2109,1246,2136,1261,0
img000422_57,heineken,2044,1289,2076,1304,0
img000422_57,heineken,2080,1288,2108,1307,0
img000422_57,heineken,2106,1288,2139,1307,0
img000422_57,heineken,2156,1227,2193,1246,0
img000422_57,heineken,2156,1259,2193,1276,0
img000422_57,heineken,2160,1288,2194,1308,0
img000422_57,heineken,2233,1229,2265,1246,0
img000422_57,heineken,2233,1260,2270,1278,0
img000422_57,heineken,2235,1290,2271,1306,0
img000422_57,heineken,2502,1179,2531,1196,0
img000422_57,heineken,2505,1213,2533,1233,0
img000422_57,heineken,2507,1249,2536,1267,0
img000422_57,heineken,2510,1286,2539,1306,0
img000422_57,heineken,2537,1179,2558,1196,0
img000422_57,heineken,2542,1252,2559,1267,0
img000422_57,heineken,2539,1215,2559,1230,0
img000422_57,heineken,2546,1285,2560,1303,0
img000422_57,heineken,1662,844,1707,856,0
img000422_57,heineken,1662,898,1709,909,0
img000422_57,heineken,1662,951,1708,962,0
img000422_57,heineken,1721,1002,1766,1015,0
img000422_57,heineken,1726,1057,1768,1068,0
img000422_57,heineken,1723,948,1765,961,0
img000422_57,heineken,1722,895,1763,907,0
img000422_57,heineken,1720,841,1761,854,0
img000422_57,heineken,1280,891,1305,912,0
img000422_57,heineken,1280,933,1306,954,0
img000422_57,heineken,1278,979,1306,999,0
img000422_57,heineken,1278,1020,1305,1041,0
img000422_57,heineken,1280,1063,1305,1083,0
img000422_57,heineken,1280,1107,1305,1126,0
img000422_57,heineken,1370,914,1390,929,0
img000422_57,heineken,1370,953,1390,971,0
img000422_57,heineken,1372,991,1390,1009,0
img000422_57,heineken,1372,1033,1390,1050,0
img000422_57,heineken,1371,1072,1391,1086,0
img000422_57,heineken,1285,646,1313,662,0
